Rainfall,Temperature,Soil_Moisture,Soil_pH,Nitrogen,Phosphorus,Potassium,Irrigation,Crop_Area,Fertilizer,Pesticide,Sunlight,Humidity,Altitude,Wind_Speed,Groundwater,Crop_Diversity,Mechanization,Yield_Variance,Avg_Yield
0.5770792746649634,1.5288921147968177,0.5015493023948294,-0.5425259249841045,-1.3472828067328115,-0.24428091261646726,-1.1477025559228675,-1.5085409470644586,-2.141980807753583,-1.2311441353742527,-1.8232040561994407,-1.144160248706266,0.16033833716509632,1.8973907406946495,-1.1709754882897987,-1.4692636524491518,0.6931370664584634,0.36378373581399315,-1.1904263423593433,-0.9351564938157845
-0.4741704643404542,0.6302551918313614,-0.7174534614713507,0.33184433017062914,0.1378967573903272,-1.0578424235933739,-0.8672714495847358,1.4233349587341513,2.1521281684477813,0.11776161294884163,1.4448032143467273,1.5479815129555377,0.035999843417690185,-0.18382274433100146,0.029536403691606244,-1.206666900338996,0.09658467319503118,0.20797568971981623,-1.1460955495690959,0.2168346662603158
-0.8143287280500685,-0.8544492895898266,0.00017977379168908697,1.2062145853253627,0.5468335719422692,1.3561042302452184,0.07040723563044834,1.8489232725979303,-0.028064547616810712,0.34257923766935733,0.0,0.4711248082908152,0.051757611951635966,-0.0026996376920775974,0.8298776650125428,-0.6362899805051528,0.09658467319503118,1.030158215210739,-0.7151868909809956,2.14207313431037
-0.7823712187772341,1.5288921147968177,-0.4513630034687102,0.5329494888562183,0.8108775891926836,0.1444421907811874,0.7876437427832278,1.3000731712512748,0.38328788117783785,1.8600982045328385,1.4448032143467273,0.20191063212463578,-0.0068408771324260246,0.031119230757440306,0.4297070343520745,-0.49094217313485583,2.4827942462487576,1.9529064866296526,-1.5571380347765464,1.5243389279362738
-0.8039368877521481,-1.2256254099451236,-0.22675541196604432,0.681592432232523,0.6924139268919939,0.8712962670125391,0.42003158493724907,1.726710373552472,0.30596698990801596,1.8600982045328385,1.4448032143467273,0.20191063212463578,-0.42479127686749196,0.08126630323478533,0.4297070343520745,-0.39627924849458984,0.6931370664584634,2.3878839547167736,-1.2691171357961875,1.2493719723268857
-0.7893875631600427,0.6302551918313614,-1.7551215705921521,2.080584840480095,-1.1663188350012081,-1.0137694978438814,-1.3471325841451212,-0.48106474093573154,-0.5352702069872547,-1.006326510653737,-1.169602602090207,1.5479815129555377,-1.3846240249086164,-0.2883113041163868,1.6302189263334794,1.1243603427974798,-1.3351410706372049,0.04428765471649625,1.9034099845722054,-1.5520628401684533
0.2877953748219292,-0.48327316923452956,0.6465750625744321,-0.1927778229222107,0.29801118507188473,0.5858945301609838,0.17895245825965128,-0.19264402284078008,0.9576547021739816,-0.44428244885244766,0.0,-0.06730354404154486,0.05733201394957331,-0.7723495736970033,-0.7708048576293304,0.23920687178008115,-0.14203628411034036,-0.9821988022460719,1.2794707855366,-0.5005011174336876
-0.19749138420376777,0.25907907147606435,-0.05662868371345287,0.15697027913968303,0.0015633185299168768,0.10482408765194814,-0.6056278351804109,0.7902705619083874,0.22497708128044028,-0.21946482413193194,0.13760030612826013,0.8749460725400867,-0.05500138603667273,-0.6223552919248584,0.029536403691606244,0.20664657537835632,-0.14203628411034036,0.0035922047547858353,-0.09898849621247971,0.5759621926523241
0.4152118253513221,1.5288921147968177,0.2847132770782997,-0.5425259249841045,-0.7932763363260051,-0.8604588786782861,-1.113389097002804,-1.4696480300555235,-2.025981130252547,-1.2311441353742527,-1.8232040561994407,-1.144160248706266,0.05561449784863211,1.8973907406946495,-1.1709754882897987,-1.477130834073556,0.6931370664584634,0.03534570838750967,-1.325049054334369,-1.1450490935328983
-0.31306546024876414,-0.1120970488792326,-0.1670730249751039,0.15697027913968303,0.00010294066609312539,-0.1290150768163431,-0.3010625677846096,0.08377375187668015,0.812267597902618,-0.5566912612127055,-0.5160011479809735,0.20191063212463578,-0.32176684537447947,0.576322082805428,0.4297070343520745,0.2926717408708378,-0.857899156026459,0.18761805613463967,0.09298402756298364,-0.030720681487793503
