Rainfall,Temperature,Soil_Moisture,Soil_pH,Nitrogen,Phosphorus,Irrigation,Crop_Area,Fertilizer,Pesticide,Sunlight,Crop_Diversity,Mechanization,Yield_Variance
0.5770792746649634,1.5288921147968175,0.5015493023948294,-0.5425259249841045,-1.3472828067328115,-0.2442809126164672,-1.5085409470644586,-2.141980807753583,-1.2311441353742527,-1.8232040561994407,-1.144160248706266,0.6931370664584634,0.3637837358139931,-1.1904263423593433
-0.4741704643404542,0.6302551918313614,-0.7174534614713507,0.3318443301706291,0.1378967573903272,-1.057842423593374,1.4233349587341513,2.1521281684477813,0.1177616129488416,1.444803214346727,1.5479815129555377,0.0965846731950311,0.2079756897198162,-1.146095549569096
-0.8143287280500685,-0.8544492895898266,0.000179773791689,1.2062145853253627,0.5468335719422692,1.3561042302452184,1.8489232725979303,-0.0280645476168107,0.3425792376693573,0.0,0.4711248082908152,0.0965846731950311,1.030158215210739,-0.7151868909809956
-0.7823712187772341,1.5288921147968175,-0.4513630034687102,0.5329494888562183,0.8108775891926836,0.1444421907811874,1.3000731712512748,0.3832878811778378,1.8600982045328385,1.444803214346727,0.2019106321246357,2.4827942462487576,1.9529064866296528,-1.5571380347765464
-0.8039368877521481,-1.2256254099451236,-0.2267554119660443,0.681592432232523,0.6924139268919939,0.8712962670125391,1.726710373552472,0.3059669899080159,1.8600982045328385,1.444803214346727,0.2019106321246357,0.6931370664584634,2.3878839547167736,-1.2691171357961877
-0.7893875631600427,0.6302551918313614,-1.755121570592152,2.080584840480095,-1.166318835001208,-1.0137694978438814,-0.4810647409357315,-0.5352702069872547,-1.006326510653737,-1.169602602090207,1.5479815129555377,-1.3351410706372049,0.0442876547164962,1.9034099845722052
0.2877953748219292,-0.4832731692345295,0.6465750625744321,-0.1927778229222107,0.2980111850718847,0.5858945301609838,-0.19264402284078,0.9576547021739816,-0.4442824488524476,0.0,-0.0673035440415448,-0.1420362841103403,-0.982198802246072,1.2794707855366
-0.1974913842037677,0.2590790714760643,-0.0566286837134528,0.156970279139683,0.0015633185299168,0.1048240876519481,0.7902705619083874,0.2249770812804402,-0.2194648241319319,0.1376003061282601,0.8749460725400867,-0.1420362841103403,0.0035922047547858,-0.0989884962124797
0.4152118253513221,1.5288921147968175,0.2847132770782997,-0.5425259249841045,-0.7932763363260051,-0.8604588786782861,-1.4696480300555237,-2.025981130252547,-1.2311441353742527,-1.8232040561994407,-1.144160248706266,0.6931370664584634,0.0353457083875096,-1.325049054334369
-0.3130654602487641,-0.1120970488792326,-0.1670730249751039,0.156970279139683,0.0001029406660931,-0.1290150768163431,0.0837737518766801,0.812267597902618,-0.5566912612127055,-0.5160011479809735,0.2019106321246357,-0.857899156026459,0.1876180561346396,0.0929840275629836
0.2641464648927936,-0.4832731692345295,0.8580791592892584,-0.1927778229222107,0.3334959924154859,0.1106246857958808,0.1805886122843095,1.1193579659066877,-0.4442824488524476,0.0,-0.0673035440415448,-0.1420362841103403,-1.4209042015744249,1.072326139678709
2.277665188248843,-0.8544492895898266,1.5768680334258658,-2.116392384262624,1.5596536417849411,2.179863779837357,0.0001123428789544,-0.7440537110540584,0.1177616129488416,0.7912017602374938,-2.490231129537168,1.0510685024165227,-1.4860169775721164,-0.8552740066195824
0.4269094727670612,1.5288921147968175,0.1985707390850632,-0.5425259249841045,-1.1021922249673075,-0.8589369730481471,-1.059231576993767,-2.141980807753583,-1.2311441353742527,-1.8232040561994407,-1.144160248706266,0.6931370664584634,0.0708741798841615,-1.264825405960495
0.3212410772065969,-0.4832731692345295,0.4262461623318467,-0.1927778229222107,-0.0284303191628225,0.8074306954198122,0.568210828273257,1.5665745190365192,-0.4442824488524476,0.0,-0.0673035440415448,-0.1420362841103403,-1.0901826637978969,1.1435856565055305
2.277665188248843,-0.8544492895898266,2.0513955160722137,-2.116392384262624,1.1955611354229163,2.528499852882372,0.0001123428789544,-0.9749312579813242,0.1177616129488416,0.7912017602374938,-2.490231129537168,1.0510685024165227,-0.9847584236888804,-0.6334623476184287
0.6554635035729032,-0.1120970488792326,0.1392549411561302,-0.3676518739531584,0.9849989603520294,0.2860446041538831,0.6310118759499468,0.6059413581857652,-0.3318736364921898,0.1376003061282601,-0.0673035440415448,0.0965846731950311,-0.7324123754641112,-0.0008795561425149
-0.3374899121004157,0.2590790714760643,-0.3590245068471988,0.156970279139683,0.6893176128352059,-0.1799175765734465,0.3013472733927276,-0.0567886219953072,-0.2194648241319319,0.1376003061282601,0.8749460725400867,-0.1420362841103403,0.0035922047547858,-0.4807254084744475
1.0295158992807538,-0.8544492895898266,0.9410572131743766,-0.5425259249841045,-0.0180639748380292,0.1488444806226743,0.6475624223950851,0.4601346892590403,-0.107056011771674,0.7912017602374938,-0.4711248082908152,0.3352056305004041,-0.5395214081652282,-0.6195615825415185
0.2891648117060703,-0.4832731692345295,1.3732801823094638,-0.1927778229222107,0.1035440025108725,0.8068127580041007,-0.1881109382438732,1.0744431837104158,-0.4442824488524476,0.0,-0.0673035440415448,-0.1420362841103403,-1.2204585288746743,0.526304231799605
0.7730061910673772,-0.4832731692345295,0.7258330349815522,-0.7173999760150506,0.992583423987623,0.0009121211634887,-0.7284664374276416,0.0336877923181292,-0.4442824488524476,-0.5160011479809735,-0.4711248082908152,0.3352056305004041,-0.8004308688258466,-0.3302655709387259
